movie name,imdb name,year,description,trailer link,movie id,imdb score,rotten score,cinema score,user score
Ford vs Ferrari,Ford v Ferrari,2019,"Ford v Ferrari is a movie starring Christian Bale, Matt Damon, and Caitriona Balfe. American car designer Carroll Shelby and driver Ken Miles battle corporate interference, the laws of physics and their own personal demons to build...",https://www.imdb.com/video/imdb/vi1737539353,tt1950186,7.5,,Cinemascore,NA
Scandalous,Scandalous,2019,NA,https://www.imdb.com/video/imdb/vi2996616985,tt10844816,NA,,Cinemascore,NA
The Good Liar,The Good Liar,2019,"The Good Liar is a movie starring Helen Mirren, Jim Carter, and Ian McKellen. Career con artist Roy Courtnay can hardly believe his luck when he meets well-to-do widow Betty McLeish online. As Betty opens her home and life to him,...",https://www.imdb.com/video/imdb/vi3962223641,tt5563334,NA,,Cinemascore,NA
The Report,The Report,2019,"The Report is a movie starring Adam Driver, Annette Bening, and Jon Hamm. Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers...",https://www.imdb.com/video/imdb/vi162578201,tt8236336,7.1,86,Cinemascore,NA
The Warrior Queen of Jhansi,The Warrior Queen of Jhansi,2019,"The Warrior Queen of Jhansi is a movie starring Rupert Everett, Jodhi May, and Derek Jacobi. A tale of women's empowerment, The Warrior Queen of Jhansi tells the true story of Lakshmibai, the historic Queen of Jhansi who fiercely...",NA,tt6916348,8.8,,Cinemascore,NA
21 Bridges,21 Bridges,2019,"21 Bridges is a movie starring Sienna Miller, Taylor Kitsch, and J.K. Simmons. A disgraced detective in the NYPD is given a shot at redemption.",https://www.imdb.com/video/imdb/vi3747658777,tt8688634,7.5,,Cinemascore,NA
A Beautiful Day in the Neighborhood,A Beautiful Day in the Neighborhood,2019,"A Beautiful Day in the Neighborhood is a movie starring Tom Hanks, Christine Lahti, and Matthew Rhys. Based on the true story of a real-life friendship between Fred Rogers and journalist Tom Junod.",https://www.imdb.com/video/imdb/vi2640624665,tt3224458,7.0,96,Cinemascore,NA
Dark Waters,Dark Waters,2019,"Dark Waters is a movie starring Anne Hathaway, William Jackson Harper, and Mark Ruffalo. A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.",https://www.imdb.com/video/imdb/vi3717512985,tt9071322,NA,,Cinemascore,NA
Frozen 2,Frozen II,2019,"Frozen II is a movie starring Kristen Bell, Jonathan Groff, and Evan Rachel Wood. Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin...",https://www.imdb.com/video/imdb/vi4271554329,tt4520988,NA,,Cinemascore,NA
Knives Out,Knives Out,2019,"Knives Out is a movie starring Toni Collette, Ana de Armas, and Edi Patterson. A detective investigates the death of a patriarch of an eccentric, combative family.",https://www.imdb.com/video/imdb/vi3029647129,tt8946378,NA,99,Cinemascore,NA
Queen and Slim,Queen & Slim,2019,"Queen & Slim is a movie starring Chloë Sevigny, Bokeem Woodbine, and Indya Moore. A couple's first date takes an unexpected turn when a police officer pulls them over.",https://www.imdb.com/video/imdb/vi447594265,tt8722346,NA,,Cinemascore,NA
The Traitor,Il traditore,2019,"Il traditore is a movie starring Pierfrancesco Favino, Luigi Lo Cascio, and Fausto Russo Alesi. The real life of Tommaso Buscetta the so called ""boss of the two worlds"", first mafia informant in Sicily 1980's.",https://www.imdb.com/video/imdb/vi547602201,tt7736478,7.3,72,Cinemascore,NA
The Two Popes,The Two Popes,2019,"The Two Popes is a movie starring Jonathan Pryce, Anthony Hopkins, and Juan Minujín. Behind Vatican walls, the conservative Pope Benedict and the liberal future Pope Francis must find common ground to forge a new path for the...",https://www.imdb.com/video/imdb/vi4005084953,tt8404614,7.4,96,Cinemascore,NA
Playmobil The Movie,Playmobil: The Movie,2019,"Playmobil: The Movie is a movie starring Anya Taylor-Joy, Gabriel Bateman, and Jim Gaffigan. Animated feature film inspired by the Playmobil brand toys.",https://www.imdb.com/video/imdb/vi4016421913,tt4199898,4.6,18,Cinemascore,NA
Portrait of a Lady on Fire,Portrait de la jeune fille en feu,2019,"Portrait de la jeune fille en feu is a movie starring Noémie Merlant, Adèle Haenel, and Luàna Bajrami. On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait...",https://www.imdb.com/video/imdb/vi94879513,tt8613070,8.3,97,Cinemascore,NA
The Aeronauts,The Aeronauts,2019,"The Aeronauts is a movie starring Felicity Jones, Eddie Redmayne, and Himesh Patel. Pilot Amelia Wren (Felicity Jones) and scientist James Glaisher (Eddie Redmayne) find themselves in an epic fight for survival while attempting to...",https://www.imdb.com/video/imdb/vi3281501977,tt6141246,5.8,90,Cinemascore,NA
The Boy 2,Brahms: The Boy II,2019,"Brahms: The Boy II is a movie starring Owain Yeoman, Katie Holmes, and Ralph Ineson. After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",NA,tt9173418,NA,,Cinemascore,NA
A Hidden Life,A Hidden Life,2019,"A Hidden Life is a movie starring August Diehl, Valerie Pachner, and Michael Nyqvist. The Austrian Blessed Franz Jägerstätter, a conscientious objector, refuses to fight for the Nazis in World War II.",https://www.imdb.com/video/imdb/vi1665448985,tt5827916,7.3,79,Cinemascore,NA
Black Christmas,Black Christmas,2019,"Black Christmas is a movie starring Cary Elwes, Imogen Poots, and Aleyse Shannon. A group of students are stalked by a stranger during their Christmas break. A remake of the 1974 horror film 'Black Christmas'.",https://www.imdb.com/video/imdb/vi497270553,tt10481868,NA,,Cinemascore,NA
Jumanji 2: The Next Level,Jumanji: The Next Level,2019,"Jumanji: The Next Level is a movie starring Karen Gillan, Dwayne Johnson, and Madison Iseman. A team of friends return to Jumanji to rescue one of their own but discover that nothing is as they expect. The players need to brave...",https://www.imdb.com/video/imdb/vi840023065,tt7975244,NA,,Cinemascore,NA
Seberg,Seberg,2019,"Seberg is a movie starring Margaret Qualley, Kristen Stewart, and Zazie Beetz. Inspired by real events about the French New Wave darling and Breathless star, Jean Seberg, who in the late 1960s was targeted by Hoover's FBI, because...",NA,tt1780967,5.8,38,Cinemascore,NA
The Ballad of Richard Jewell,Richard Jewell,2019,"Richard Jewell is a movie starring Sam Rockwell, Olivia Wilde, and Jon Hamm. American security guard, Richard Jewell (Paul Walter Hauser), heroically saves thousands of lives from an exploding bomb at the 1996 Olympics, but is...",NA,tt3513548,NA,,Cinemascore,NA
Uncut Gems,Uncut Gems,2019,"Uncut Gems is a movie starring Adam Sandler, Julia Fox, and Kevin Garnett. Set in the diamond district of New York City, Howard Ratner, a jewelry store owner and dealer to the rich and famous, must find a way to pay his debts when...",NA,tt5727208,8.2,95,Cinemascore,NA
Bombshell,Bombshell,2019,"Bombshell is a movie starring Margot Robbie, Charlize Theron, and Nicole Kidman. A group of women decide to take on Fox News head Roger Ailes and the toxic atmosphere he presided over the network.",https://www.imdb.com/video/imdb/vi3796745241,tt6394270,NA,,Cinemascore,NA
Cats,Cats,2019,"Cats is a movie starring Idris Elba, Rebel Wilson, and Ian McKellen. A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.",https://www.imdb.com/video/imdb/vi2422258713,tt5697572,NA,,Cinemascore,NA
Star Wars: The Rise of Skywalker,Star Wars: The Rise of Skywalker,2019,"Star Wars: The Rise of Skywalker is a movie starring Billie Lourd, Mark Hamill, and Daisy Ridley. The surviving Resistance faces the First Order once more in the final chapter of the Skywalker saga.",https://www.imdb.com/video/imdb/vi1874116377,tt2527338,NA,,Cinemascore,NA
Super-Intelligence,Superintelligence,2019,"Superintelligence is a movie starring Melissa McCarthy, Bobby Cannavale, and Jean Smart. Carol Peters' life is turned upside down when she is selected for observation by the world's first superintelligence - a form of artificial...",NA,tt7178640,NA,,Cinemascore,NA
1917,1917,2019,"1917 is a movie starring Andrew Scott, Richard Madden, and Benedict Cumberbatch. Two young British soldiers during the First World War are given an impossible mission: deliver a message deep in enemy territory that will stop their...",https://www.imdb.com/video/imdb/vi676641817,tt8579674,NA,,Cinemascore,NA
A Rainy Day in New York,A Rainy Day in New York,2019,"A Rainy Day in New York is a movie starring Annaleigh Ashford, Timothée Chalamet, and Elle Fanning. Two young people arrive in New York for a weekend where they are met with bad weather and a series of adventures.",NA,tt7139936,6.9,50,Cinemascore,NA
American Dharma,American Dharma,2019,"American Dharma is a movie starring Steve Bannon, Bill Clinton, and Hillary Clinton. A portrait of controversial political strategist and former Donald Trump advisor, Steve Bannon.",NA,tt8804284,7.0,61,Cinemascore,NA
Just Mercy,Just Mercy,2019,"Just Mercy is a movie starring Brie Larson, Michael B. Jordan, and Jamie Foxx. Just Mercy shadows world-renowned civil rights defense attorney Bryan Stevenson as he recounts his experiences and details the case of a condemned death...",https://www.imdb.com/video/imdb/vi195149593,tt4916630,5.8,86,Cinemascore,NA
Little Women (2019),Little Women,2019,"Little Women is a movie starring Florence Pugh, Emma Watson, and Timothée Chalamet. Four sisters come of age in America in the aftermath of the Civil War.",https://www.imdb.com/video/imdb/vi2655304729,tt3281548,NA,,Cinemascore,NA
Lyrebird,Lyrebird,2019,"Lyrebird is a movie starring Daan Aufenacker, Claes Bang, and Mark Behan. An artist is suspected of selling a valuable painting to the Nazis, but there is more to the story than meets the eye.",NA,tt8337320,6.8,,Cinemascore,NA
Spies In Disguise,Spies in Disguise,2019,"Spies in Disguise is a movie starring Will Smith, Rachel Brosnahan, and Tom Holland. When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.",https://www.imdb.com/video/imdb/vi947961625,tt5814534,6.8,,Cinemascore,NA
The Painted Bird,The Painted Bird,2019,"The Painted Bird is a movie starring Stellan Skarsgård, Barry Pepper, and Harvey Keitel. A young Jewish boy somewhere in Eastern Europe seeks refuge during World War II where he encounters many different characters.",NA,tt1667354,7.1,85,Cinemascore,NA
Clemency,Clemency,2019,"Clemency is a movie starring Vernee Watson, Aldis Hodge, and Alfre Woodard. Years of carrying out death row executions have taken a toll on prison warden Bernadine Williams. As she prepares to execute another inmate, Bernadine must...",https://www.imdb.com/video/imdb/vi2744565529,tt5577494,5.6,96,Cinemascore,NA
American Hangman,American Hangman,2019,"American Hangman is a movie starring Donald Sutherland, Vincent Kartheiser, and Oliver Dennis. 2 men are chained up in a basement. The captor has cameras aimed at them and is streaming it on the internet - turning it into a ""trial""...",https://www.imdb.com/video/imdb/vi1751759385,tt8975028,5.9,44,Cinemascore,NA
Escape Room,Escape Room,2019,"Escape Room is a movie starring Taylor Russell, Logan Miller, and Jay Ellis. Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.",https://www.imdb.com/video/imdb/vi1755167257,tt5886046,6.3,50,Cinemascore,NA
Great Great Great,Great Great Great,2019,"Great Great Great is a movie starring Sarah Kolasky, Dan Beirne, and Richard Clarkin. A young couple's decision to get engaged threatens to break them apart.",https://www.imdb.com/video/imdb/vi969128985,tt6022946,5.1,71,Cinemascore,NA
Mojin The Worm Valley,Yun nan chong gu,2019,"Yun nan chong gu is a movie starring Hang Cai, Xuan Gu, and Heng Yu. Following in the footsteps of blockbuster MOJIN: THE LOST LEGEND and based on the bestselling novel series, MOJIN: THE WORM VALLEY once again finds legendary tomb...",https://www.imdb.com/video/imdb/vi370391577,tt9490414,4.6,,Cinemascore,NA
Rust Creek,Rust Creek,2019,"Rust Creek is a movie starring Hermione Corfield, Denise Dal Vera, and Jeremy Glazer. An overachieving college student gets lost on her way to a job interview. A wrong turn leaves her stranded deep in the Kentucky forest.",https://www.imdb.com/video/imdb/vi1271118361,tt6610158,5.8,84,Cinemascore,NA
State Like Sleep,State Like Sleep,2019,"State Like Sleep is a movie starring Katherine Waterston, Michael Shannon, and Luke Evans. A woman grapples with the consequences of her celebrity husband's double life after he commits suicide.",https://www.imdb.com/video/imdb/vi114539033,tt3628574,4.2,37,Cinemascore,NA
The Nun (1966),NA,2019,NA,NA,NA,NA,,Cinemascore,NA
A Dog's Way Home,A Dog's Way Home,2019,"A Dog's Way Home is a movie starring Ashley Judd, Jonah Hauer-King, and Edward James Olmos. A female dog travels four hundred miles in search of her owner throughout a Colorado wilderness.",https://www.imdb.com/video/imdb/vi1888795161,tt7616798,6.7,60,Cinemascore,NA
Ashes in the Snow,Ashes in the Snow,2019,"Ashes in the Snow is a movie starring Sophie Cookson, Bel Powley, and Jonah Hauer-King. In 1941, a 16 year-old aspiring artist and her family are deported to Siberia amidst Stalin's brutal dismantling of the Baltic region. One...",https://www.imdb.com/video/imdb/vi372423193,tt3759298,6.7,54,Cinemascore,NA
Perfect Strangers,Perfectos desconocidos,2019,"Perfectos desconocidos is a movie starring Belén Rueda, Eduard Fernández, and Ernesto Alterio. Seven friends gather for dinner and decide to play a game in which all incoming messages and calls will be on display for the entire...",https://www.imdb.com/video/imdb/vi1464580889,tt6101820,7.0,81,Cinemascore,NA
Pledge,Pledge,2019,"Pledge is a movie starring Zachery Byrd, Phillip Andre Botello, and Zack Weiner. A group of college freshmen pledge an exclusive fraternity but soon realize there's more at stake than they could have ever imagined.",https://www.imdb.com/video/imdb/vi1237563929,tt6220752,5.4,76,Cinemascore,NA
Replicas,Replicas,2019,"Replicas is a movie starring Keanu Reeves, Alice Eve, and Thomas Middleditch. A scientist becomes obsessed with bringing back his family members who died in a traffic accident.",https://www.imdb.com/video/imdb/vi954579481,tt4154916,5.5,9,Cinemascore,NA
Rockaway,Rockaway,2019,"Rockaway is a movie starring Keidrich Sellati, Maxwell Apple, and James DiGiacomo. Inspired by true events, a man recounts the summer of '94, when he and his brother plotted revenge against their abusive father.",https://www.imdb.com/video/imdb/vi4129601817,tt5462288,6.2,50,Cinemascore,NA
Sgt. Will Gardner,SGT. Will Gardner,2019,"SGT. Will Gardner is a movie starring Max Martini, Omari Hardwick, and Lily Rabe. A troubled Iraq War veteran struggling to reintegrate into society sets out on a cross-country journey with the hope of reuniting with his young son.",https://www.imdb.com/video/imdb/vi3973036569,tt1650060,5.9,,Cinemascore,NA
Tall Tales from the Magical Garden of Antoon Krings,Drôles de petites bêtes,2019,"Drôles de petites bêtes is a movie starring Virginie Efira, Kev Adams, and Emmanuel Curtil. When Apollo, a cricket saltimbanque the big heart, arrives at the village of small animals, he does not delay to disrupt the life of the...",NA,tt6314766,4.5,,Cinemascore,NA
The Aspern Papers,The Aspern Papers,2019,"The Aspern Papers is a movie starring Jonathan Rhys Meyers, Vanessa Redgrave, and Joely Richardson. A young writer tries to obtain romance letters a poet sent to his mistress.",https://www.imdb.com/video/imdb/vi4123769369,tt5715828,4.3,19,Cinemascore,NA
The Upside,The Upside,2019,"The Upside is a movie starring Kevin Hart, Bryan Cranston, and Nicole Kidman. A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.",https://www.imdb.com/video/imdb/vi1386527257,tt1987680,6.8,41,Cinemascore,NA
They Shall Not Grow Old,They Shall Not Grow Old,2019,NA,https://www.imdb.com/video/imdb/vi3202857497,tt7905466,8.3,100,Cinemascore,NA
Touch Me Not,Touch Me Not,2019,"Touch Me Not is a movie starring Laura Benson, Tómas Lemarquis, and Christian Bayerlein. Together, a filmmaker and her characters venture into a personal research project about intimacy. On the fluid border between reality and...",NA,tt4949112,6.0,57,Cinemascore,NA
Dragon Ball Super Broly,Doragon bôru chô: Burorî,2019,"Doragon bôru chô: Burorî is a movie starring Masako Nozawa, Aya Hisakawa, and Ryô Horikawa. Goku and Vegeta encounter Broly, a Saiyan warrior unlike any fighter they've faced before.",https://www.imdb.com/video/imdb/vi2189277721,tt7961060,7.9,83,Cinemascore,NA
The Heiresses,Las herederas,2019,"Las herederas is a movie starring Ana Brun, Margarita Irun, and Ana Ivanova. Chela and Chiquita are both descended from wealthy families in Asunción and have been together for over 30 years. But recently, their financial situation...",https://www.imdb.com/video/imdb/vi673036825,tt7875464,6.8,97,Cinemascore,NA
What Is Democracy?,What Is Democracy?,2019,"What Is Democracy? is a movie starring Astra Taylor, Silvia Federici, and Eleni Perdikouri. This documentary examines the philosophy behind the concept of Democracy, from ancient Athens to modern Greece and the American Civil Rights...",https://www.imdb.com/video/imdb/vi673823257,tt7708476,6.5,95,Cinemascore,NA
Adult Life Skills,NA,2019,NA,NA,NA,NA,73,Cinemascore,NA
All These Small Moments,All These Small Moments,2019,"All These Small Moments is a movie starring Brendan Meyer, Molly Ringwald, and Brian d'Arcy James. A teenage boy's infatuation with a woman he sees on the bus further complicates his already tumultuous adolescence.",https://www.imdb.com/video/imdb/vi2933766681,tt1922544,5.5,82,Cinemascore,NA
An Acceptable Loss,The Pages,2019,"The Pages is a movie starring Tika Sumpter, Jamie Lee Curtis, and Ben Tavassoli. Libby teaches at a university but 4 years ago she was top aide to VP Rachel and was part of a total victory action. Rachel is now US president and...",https://www.imdb.com/video/imdb/vi2496248345,tt7049542,5.0,13,Cinemascore,NA
Canal Street,Canal Street,2019,"Canal Street is a movie starring Lance Reddick, Jon Seda, and Will Yun Lee. After being arrested for the murder of a white classmate, a young black man's father fights in court for his son's vindication. Against all odds, they...",https://www.imdb.com/video/imdb/vi992590361,tt6183104,3.9,,Cinemascore,NA
Glass,Glass,2019,"Glass is a movie starring James McAvoy, Bruce Willis, and Samuel L. Jackson. Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",https://www.imdb.com/video/imdb/vi768195097,tt6823368,6.7,37,Cinemascore,NA
I Hate Kids,I Hate Kids,2019,"I Hate Kids is a movie starring Tom Everett Scott, Tituss Burgess, and Julian Feder. Nick, writer of ""I Hate Kids"", is getting married when 13 y.o. Mason claims to be his son. A psychic and DNA tests prove it. Mason was adopted and...",https://www.imdb.com/video/imdb/vi3476404761,tt5969180,6.1,22,Cinemascore,NA
The Untold Story,The Untold Story,2019,"The Untold Story is a movie starring Miko Hughes, Nia Peeples, and Ellen Greene. Edward Forester's career and personal life have hit rock bottom-but not his spirit. At 64, the handsome bachelor moves in to a tiny apartment and must...",NA,tt3737840,5.9,,Cinemascore,NA
Who Will Write Our History,Who Will Write Our History,2019,"Who Will Write Our History is a movie starring Jowita Budnik, Piotr Glowacki, and Piotr Jankowski. Who Will Write Our History tells the story of Emanuel Ringelblum and the Oyneg Shabes Archive, the secret archive he created and led...",NA,tt4645358,7.7,90,Cinemascore,NA
Extreme Job,Geukhanjikeob,2019,"Geukhanjikeob is a movie starring Myeong Gong, Lee Hanee, and Jun-seok Heo. A police undercover operation takes a delicious, unexpected turn.",https://www.imdb.com/video/imdb/vi671595033,tt9541602,7.1,86,Cinemascore,NA
In Like Flynn,In Like Flynn,2019,"In Like Flynn is a movie starring Thomas Cocquerel, Corey Large, and William Moseley. The adventurous life of young Errol Flynn in Australia before he became a famous Hollywood actor.",https://www.imdb.com/video/imdb/vi673167897,tt5303442,5.1,48,Cinemascore,NA
Jihadists,Unmasking Jihadi John: Anatomy of a Terrorist,2019,"Unmasking Jihadi John: Anatomy of a Terrorist is a movie starring Mass Nokhas. This feature documentary tells the inside story behind the hunt for ISIS poster boy ""Jihadi John"" by the US and British military and intelligence...",NA,tt10349958,7.1,57,Cinemascore,NA
King of Thieves,King of Thieves,2019,"King of Thieves is a movie starring Michael Caine, Charlie Cox, and Michael Gambon. A true crime movie about a crew of retired crooks who pull off a major heist in London's jewelry district. What starts off as their last criminal...",https://www.imdb.com/video/imdb/vi2345253401,tt5789976,5.5,35,Cinemascore,NA
Serenity,Serenity,2019,"Serenity is a movie starring Matthew McConaughey, Anne Hathaway, and Diane Lane. A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.",https://www.imdb.com/video/imdb/vi786872857,tt6476140,5.3,20,Cinemascore,NA
The Image Book,Le livre d'image,2019,"Le livre d'image is a movie starring Jean-Luc Godard, Dimitri Basil, and Anne-Marie Miéville. Nothing but silence. Nothing but a revolutionary song. A story in five chapters like the five fingers of a hand.",https://www.imdb.com/video/imdb/vi1787345945,tt5749596,6.3,89,Cinemascore,NA
The Invisibles,Die Unsichtbaren,2019,"Die Unsichtbaren is a movie starring Max Mauff, Alice Dwyer, and Ruby O. Fee. While Joseph Goebbels infamously declared Berlin ""free of Jews"" in 1943, 1,700 managed to survive in the Nazi capital through the end of WWII. The...",https://www.imdb.com/video/imdb/vi2626534169,tt5586052,7.1,71,Cinemascore,NA
The Kid Who Would Be King,The Kid Who Would Be King,2019,"The Kid Who Would Be King is a movie starring Louis Ashbourne Serkis, Denise Gough, and Dean Chaumoo. A band of kids embark on an epic quest to thwart a medieval menace.",https://www.imdb.com/video/imdb/vi2788866585,tt6811018,6.0,89,Cinemascore,NA
Tito and the Birds,Tito e os Pássaros,2019,"Tito e os Pássaros is a movie starring Denise Fraga, Pedro Henrique, and Matheus Nachtergaele. The film tells the story of a boy who is responsible, along with his father, for finding the cure for an illness that is contracted after...",https://www.imdb.com/video/imdb/vi1461238297,tt8327492,6.7,90,Cinemascore,NA
The Gandhi Murder,Solar Eclipse: Depth of Darkness,2019,"Solar Eclipse: Depth of Darkness is a movie starring Stephen Lang, Luke Pasqualino, and Joseph K. Bevilacqua. The Gandhi Murder is a conspiracy theory period movie based on true events, that led to the eventual assassination of...",https://www.imdb.com/video/imdb/vi1306966553,tt4677244,6.6,,Cinemascore,NA
The Wild Pear Tree,Ahlat Agaci,2019,"Ahlat Agaci is a movie starring Dogu Demirkol, Murat Cemcir, and Bennu Yildirimlar. An unpublished writer returns to his hometown after graduating, where he seeks sponsors to publish his book while dealing with his father's...",https://www.imdb.com/video/imdb/vi1009891865,tt6628102,8.1,95,Cinemascore,NA
Arctic,Arctic,2019,"Arctic is a movie starring Mads Mikkelsen, Maria Thelma Smáradóttir, and Tintrinai Thikhasuk. A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark...",https://www.imdb.com/video/imdb/vi3020274201,tt6820256,6.8,89,Cinemascore,NA
Daughter of Mine,Figlia mia,2019,"Figlia mia is a movie starring Valeria Golino, Alba Rohrwacher, and Sara Casu. A daughter torn between two mothers, one who raised her with love and her biological mother, who instinctively claims her back.",https://www.imdb.com/video/imdb/vi825408025,tt7765120,6.2,83,Cinemascore,NA
Ek Ladki Ko Dekha Toh Aisa Laga,Ek Ladki Ko Dekha Toh Aisa Laga,2019,"Ek Ladki Ko Dekha Toh Aisa Laga is a movie starring Sonam Kapoor, Anil Kapoor, and Rajkummar Rao. Some love stories are not simple, Sweety's is one such story. She has to contend with her over-enthusiastic family that wants to get...",https://www.imdb.com/video/imdb/vi2231745049,tt8108164,5.5,75,Cinemascore,NA
Miss Bala (2019),Miss Bala,2019,"Miss Bala is a movie starring Gina Rodriguez, Thomas Dekker, and Vivian Chan. Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning,...",https://www.imdb.com/video/imdb/vi1503246873,tt5941692,5.7,,Cinemascore,NA
Piercing,Piercing,2019,"Piercing is a movie starring Christopher Abbott, Mia Wasikowska, and Laia Costa. A man kisses his wife and baby goodbye and seemingly heads away on business, with a plan to check into a hotel, call an escort service, and kill an...",https://www.imdb.com/video/imdb/vi3974412825,tt6516314,5.6,72,Cinemascore,NA
Velvet Buzzsaw,Velvet Buzzsaw,2019,"Velvet Buzzsaw is a movie starring Jake Gyllenhaal, Rene Russo, and Zawe Ashton. A satire set in the contemporary art world scene of Los Angeles, where big money artists and mega-collectors pay a high price when art collides with...",https://www.imdb.com/video/imdb/vi487701017,tt7043012,5.7,63,Cinemascore,NA
Peppa Celebrates Chinese New Year,Xiao zhu pei qi guo da nian,2019,"Xiao zhu pei qi guo da nian is a movie starring Yun Liu, Michelle Wai, and Yawen Zhu. Tang Yuan, Jiao Zi and their family enjoy Chinese New Year together, learning about traditions, and sharing Peppa Pig stories.",https://www.imdb.com/video/imdb/vi629127705,tt9629026,3.2,,Cinemascore,NA
Chokehold,Chokehold,2019,"Chokehold is a video starring Casper Van Dien, Melissa Croden, and Lochlyn Munro. Story of a woman who seeks revenge on the Russian Mob for the death of her father. She battles her way up in the underground mixed martial arts...",NA,tt5862172,3.4,,Cinemascore,NA
Cold Pursuit,Cold Pursuit,2019,"Cold Pursuit is a movie starring Liam Neeson, Laura Dern, and Micheál Richardson. A grieving snowplow driver seeks out revenge against the drug dealers who killed his son. Based on the 2014 Norwegian film 'In Order of Disappearance'.",https://www.imdb.com/video/imdb/vi2021964313,tt5719748,6.2,70,Cinemascore,NA
Everybody Knows,Todos lo saben,2019,"Todos lo saben is a movie starring Penélope Cruz, Javier Bardem, and Ricardo Darín. Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However,...",https://www.imdb.com/video/imdb/vi3856710169,tt4964788,7.0,79,Cinemascore,NA
Holiday,Holiday,2019,"Holiday is a movie starring Victoria Carmen Sonne, Lai Yde, and Thijs Römer. A love triangle featuring the trophy girlfriend of a petty drug lord, caught up in a web of luxury and violence in a modern dark gangster tale set in the...",NA,tt7328154,5.8,80,Cinemascore,NA
Lords of Chaos,Lords of Chaos,2019,"Lords of Chaos is a movie starring Rory Culkin, Emory Cohen, and Jack Kilmer. A teenager's quest to launch Norwegian Black Metal in Oslo in the early 1990s results in a very violent outcome.",https://www.imdb.com/video/imdb/vi2283649561,tt4669296,6.5,74,Cinemascore,NA
The Gospel of Eureka,The Gospel of Eureka,2019,"The Gospel of Eureka is a movie starring Mx Justin Vivian Bond and Anita Bryant. Love, faith, and civil rights collide in the south as evangelical Christians and drag queens step into the spotlight to explore the meaning of belief....",https://www.imdb.com/video/imdb/vi570538521,tt7977310,6.7,80,Cinemascore,NA
The Lego Movie 2 The Second Part,The Lego Movie 2: The Second Part,2019,"The Lego Movie 2: The Second Part is a movie starring Chris Pratt, Elizabeth Banks, and Will Arnett. It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer...",https://www.imdb.com/video/imdb/vi2788407833,tt3513498,6.7,85,Cinemascore,NA
The Man Who Killed Hitler and Then The Bigfoot,The Man Who Killed Hitler and Then The Bigfoot,2019,"The Man Who Killed Hitler and Then The Bigfoot is a movie starring Sam Elliott, Aidan Turner, and Caitlin FitzGerald. A legendary American war veteran is recruited to hunt a mythical creature.",https://www.imdb.com/video/imdb/vi4196121113,tt7042862,5.6,76,Cinemascore,NA
The Prodigy,The Prodigy,2019,"The Prodigy is a movie starring Taylor Schilling, Jackson Robert Scott, and Peter Mooney. A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.",https://www.imdb.com/video/imdb/vi3441932825,tt4504044,5.9,43,Cinemascore,NA
To Dust,To Dust,2019,"To Dust is a movie starring Géza Röhrig, Matthew Broderick, and Sammy Voit. Shmuel, a Hasidic cantor in upstate New York, distraught by the untimely death of his wife, struggles to find religious solace, while secretly obsessing...",https://www.imdb.com/video/imdb/vi68598809,tt7117594,5.7,88,Cinemascore,NA
Under The Eiffel Tower,Under the Eiffel Tower,2019,"Under the Eiffel Tower is a movie starring Matt Walsh, Judith Godrèche, and Reid Scott. Stuart is a having a mid-life crisis. Desperate for something more in life, he tags along on his best friend's family vacation to Paris - then...",https://www.imdb.com/video/imdb/vi2177612313,tt6251390,4.8,44,Cinemascore,NA
Untogether,Untogether,2019,"Untogether is a movie starring Jamie Dornan, Lola Kirke, and Jemima Kirke. Andrea is a recently sober writer whose career has stalled since she published her debut novel several years ago.",https://www.imdb.com/video/imdb/vi622836249,tt6043072,5.2,36,Cinemascore,NA
What Men Want,What Men Want,2019,"What Men Want is a movie starring Taraji P. Henson, Kristen Ledlow, and Josh Brener. A woman is boxed out by the male sports agents in her profession, but gains an unexpected edge over them when she develops the ability to hear...",https://www.imdb.com/video/imdb/vi259832345,tt7634968,5.1,44,Cinemascore,NA
