movie name,imdb name,year,description,trailer link,movie id,imdb score,rotten score,cinema score,user score
Mad Money,Mad Money,2008,"Mad Money is a movie starring Diane Keaton, Queen Latifah, and Katie Holmes. Three female employees of the Federal Reserve plot to steal money that is about to be destroyed.",https://www.imdb.com/video/imdb/vi951189785,tt0951216,5.8,,Cinemascore,NA
Taxi To The Dark Side,Taxi to the Dark Side,2008,"Taxi to the Dark Side is a movie starring Alex Gibney, Brian Keith Allen, and Moazzam Begg. Alex Gibney exposes the haunting details of the USA's torture and interrogation practices during the War in Afghanistan.",https://www.imdb.com/video/imdb/vi1283981593,tt0854678,7.5,100,Cinemascore,NA
"4 Months, 3 Weeks, 2 Days","4 luni, 3 saptamâni si 2 zile",2008,"4 luni, 3 saptamâni si 2 zile is a movie starring Anamaria Marinca, Laura Vasiliu, and Vlad Ivanov. A woman assists her friend in arranging an illegal abortion in 1980s Romania.",https://www.imdb.com/video/imdb/vi1471283481,tt1032846,7.9,,Cinemascore,NA
Air I Breathe,The Air I Breathe,2008,"The Air I Breathe is a movie starring Brendan Fraser, Sarah Michelle Gellar, and Andy Garcia. A drama based on an ancient Chinese proverb that breaks life down into four emotional cornerstones: happiness, pleasure, sorrow and love....",https://www.imdb.com/video/imdb/vi1921909017,tt0485851,6.8,,Cinemascore,NA
Christmas In Wonderland,Christmas in Wonderland,2008,"Christmas in Wonderland is a movie starring Matthew Knight, Chris Kattan, and Cameron Bright. Three children and their father move from Los Angeles, California to Edmonton, Alberta. When they go shopping at West Edmonton Mall, they...",https://www.imdb.com/video/imdb/vi4038131993,tt0991150,4.8,,Cinemascore,NA
Facing Ali,Facing Ali,2008,"Facing Ali is a movie starring George Chuvalo, Henry Cooper, and George Foreman. Ten of Muhammad Ali's former rivals pay tribute to the three-time world heavyweight champion.",https://www.imdb.com/video/imdb/vi616339481,tt1419318,8.0,,Cinemascore,NA
How She Move,How She Move,2008,"How She Move is a movie starring Rutina Wesley, Tre Armstrong, and Brennan Gademans. Following her sister's death from drug addiction, a high school student is forced to leave her private school to return to her old, crime-filled...",https://www.imdb.com/video/imdb/vi2447704345,tt0770810,3.5,65,Cinemascore,NA
Meet The Spartans,Meet the Spartans,2008,"Meet the Spartans is a movie starring Sean Maguire, Kevin Sorbo, and Carmen Electra. A spoof of 300 (2006) and many other movies, TV series/shows/commercials, video games and celebrities. King Leonidas of Sparta and his army of 12...",https://www.imdb.com/video/imdb/vi1169293593,tt1073498,2.8,2,Cinemascore,NA
Untraceable,Untraceable,2008,"Untraceable is a movie starring Diane Lane, Colin Hanks, and Joseph Cross. FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs...",https://www.imdb.com/video/imdb/vi615645465,tt0880578,6.2,,Cinemascore,NA
Over Her Dead Body,Over Her Dead Body,2008,"Over Her Dead Body is a movie starring Eva Longoria, Paul Rudd, and Lake Bell. A ghost tries to sabotage her former boyfriend's current relationship with a psychic.",https://www.imdb.com/video/imdb/vi1654587673,tt0785007,5.2,,Cinemascore,NA
Strange Wilderness,Strange Wilderness,2008,"Strange Wilderness is a movie starring Steve Zahn, Allen Covert, and Justin Long. With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.",https://www.imdb.com/video/imdb/vi514982169,tt0489282,5.3,2,Cinemascore,NA
In Bruges,In Bruges,2008,"In Bruges is a movie starring Colin Farrell, Brendan Gleeson, and Ciarán Hinds. Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world...",https://www.imdb.com/video/imdb/vi783417625,tt0780536,7.9,84,Cinemascore,NA
The Hottie And The Nottie,The Hottie & the Nottie,2008,"The Hottie & the Nottie is a movie starring Paris Hilton, Joel David Moore, and Christine Lakin. A woman agrees to go on a date with a man only if he finds a suitor for her unattractive best friend.",https://www.imdb.com/video/imdb/vi1286734105,tt0804492,1.9,,Cinemascore,NA
The Accidental Husband,The Accidental Husband,2008,"The Accidental Husband is a movie starring Uma Thurman, Jeffrey Dean Morgan, and Justina Machado. When talk radio host Emma Lloyd advises one of her listeners to break up with her boyfriend, the jilted ex sets about getting his...",https://www.imdb.com/video/imdb/vi3219587353,tt0809504,5.6,,Cinemascore,NA
Definitely Maybe,"Definitely, Maybe",2008,"Definitely, Maybe is a movie starring Ryan Reynolds, Rachel Weisz, and Abigail Breslin. A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.",https://www.imdb.com/video/imdb/vi1051853081,tt0832266,7.1,,Cinemascore,NA
Jumper,Jumper,2008,"Jumper is a movie starring Hayden Christensen, Samuel L. Jackson, and Jamie Bell. A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.",https://www.imdb.com/video/imdb/vi4155572505,tt0489099,6.1,15,Cinemascore,NA
Step Up 2: The Streets,Step Up 2: The Streets,2008,"Step Up 2: The Streets is a movie starring Robert Hoffman, Briana Evigan, and Cassie Ventura. Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.",https://www.imdb.com/video/imdb/vi1253179673,tt1023481,6.2,27,Cinemascore,NA
The Spiderwick Chronicles,The Spiderwick Chronicles,2008,"The Spiderwick Chronicles is a movie starring Freddie Highmore, Sarah Bolger, and David Strathairn. Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister...",https://www.imdb.com/video/imdb/vi498204953,tt0416236,6.5,,Cinemascore,NA
Diary Of The Dead,Diary of the Dead,2008,"Diary of the Dead is a movie starring Michelle Morgan, Joshua Close, and Shawn Roberts. A group of young film students run into real-life zombies while filming a horror movie of their own.",https://www.imdb.com/video/imdb/vi283443481,tt0848557,5.6,,Cinemascore,NA
Dolphins And Whales IMAX,NA,2008,NA,NA,NA,NA,,Cinemascore,NA
Jodhaa Akbar,Jodhaa Akbar,2008,"Jodhaa Akbar is a movie starring Hrithik Roshan, Aishwarya Rai Bachchan, and Sonu Sood. A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput...",https://www.imdb.com/video/imdb/vi3499079705,tt0449994,7.6,75,Cinemascore,NA
Be Kind Rewind,Be Kind Rewind,2008,"Be Kind Rewind is a movie starring Jack Black, Yasiin Bey, and Danny Glover. Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they...",https://www.imdb.com/video/imdb/vi3669033241,tt0799934,6.4,65,Cinemascore,NA
Charlie Bartlett,Charlie Bartlett,2008,"Charlie Bartlett is a movie starring Anton Yelchin, Robert Downey Jr., and Hope Davis. A rich kid becomes the self-appointed psychiatrist to the student body of his new high school.",NA,tt0423977,7.0,57,Cinemascore,NA
The Counterfeiters,Die Fälscher,2008,"Die Fälscher is a movie starring Karl Markovics, August Diehl, and Devid Striesow. The story of the Operation Bernhard, the largest counterfeiting operation in history, carried out by Germany during WWII.",https://www.imdb.com/video/imdb/vi2364539161,tt0813547,7.6,,Cinemascore,NA
The Duchess of Langeais,Ne touchez pas la hache,2008,"Ne touchez pas la hache is a movie starring Jeanne Balibar, Guillaume Depardieu, and Bulle Ogier. In Majorca, in 1823, a French general, Armand de Montriveau, overhears a cloistered nun singing in a chapel; he insists on speaking to...",NA,tt0781435,6.5,,Cinemascore,NA
The Signal,The Signal,2008,"The Signal is a movie starring Anessa Ramsey, Justin Welborn, and Scott Poythress. A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell...",https://www.imdb.com/video/imdb/vi1840382233,tt0780607,6.1,,Cinemascore,NA
Vantage Point,Vantage Point,2008,"Vantage Point is a movie starring Dennis Quaid, Forest Whitaker, and Matthew Fox. The attempted assassination of the American President is told and re-told from several different perspectives.",https://www.imdb.com/video/imdb/vi1420951833,tt0443274,6.6,34,Cinemascore,NA
Witless Protection,Witless Protection,2008,"Witless Protection is a movie starring Larry the Cable Guy, Jenny McCarthy, and Richard Bull. The story centers on a small-town Sheriff who witnesses what he believes is a kidnapping, and rushes to rescue a woman. The kidnappers...",https://www.imdb.com/video/imdb/vi2548171033,tt1001562,3.3,4,Cinemascore,NA
Saw 5,Saw V,2008,"Saw V is a movie starring Scott Patterson, Costas Mandylor, and Tobin Bell. Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another...",https://www.imdb.com/video/imdb/vi627179545,tt1132626,5.8,,Cinemascore,NA
Chop Shop,Chop Shop,2008,"Chop Shop is a movie starring Alejandro Polanco, Isamar Gonzales, and Rob Sowulski. Alejandro, a resourceful street orphan on the verge of adolescence, lives and works in an auto-body repair shop in a sprawling junkyard on the...",NA,tt0990404,7.3,96,Cinemascore,NA
Bonneville,Bonneville,2008,"Bonneville is a movie starring Jessica Lange, Kathy Bates, and Joan Allen. Three women take a road trip to Santa Barbara in order to deliver the ashes of one of their dead husbands to his resentful daughter.",https://www.imdb.com/video/imdb/vi1924268313,tt0487195,6.2,40,Cinemascore,NA
Chicago 10,Chicago 10,2008,"Chicago 10 is a movie starring Jeffrey Wright, Nick Nolte, and Roy Scheider. Archival footage, animation, and music are used to look back at the eight anti-war protesters who were put on trial following the 1968 Democratic National...",https://www.imdb.com/video/imdb/vi3853582617,tt0905979,7.4,80,Cinemascore,NA
City Of Men,Cidade dos Homens,2008,"Cidade dos Homens is a movie starring Douglas Silva, Darlan Cunha, and Jonathan Haagensen. Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers' pasts which will shatter their solid...",https://www.imdb.com/video/imdb/vi179437849,tt0870090,7.2,75,Cinemascore,NA
Penelope,Penelope,2008,"Penelope is a movie starring Christina Ricci, James McAvoy, and Reese Witherspoon. A modern romantic tale about a young aristocratic heiress born under a curse that can only be broken when she finds true love with ""one who will...",https://www.imdb.com/video/imdb/vi749863193,tt0472160,6.7,,Cinemascore,NA
Semi Pro,Semi-Pro,2008,"Semi-Pro is a movie starring Will Ferrell, Woody Harrelson, and André Benjamin. Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come...",https://www.imdb.com/video/imdb/vi45220121,tt0839980,5.8,23,Cinemascore,NA
The Other Boleyn Girl,The Other Boleyn Girl,2008,"The Other Boleyn Girl is a movie starring Natalie Portman, Scarlett Johansson, and Eric Bana. Two sisters contend for the affection of King Henry VIII.",https://www.imdb.com/video/imdb/vi1404174617,tt0467200,6.7,,Cinemascore,NA
The Unforeseen,The Unforeseen,2008,"The Unforeseen is a movie starring Curtis Peterson, Gary Bradley, and Willie Nelson. A documentary about the development around Barton Springs in Austin, Texas, and the environment's unexpected response to human interference.",NA,tt0912596,7.0,90,Cinemascore,NA
"10,000 BC","10,000 BC",2008,"10,000 BC is a movie starring Camilla Belle, Steven Strait, and Marco Khan. In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh...",https://www.imdb.com/video/imdb/vi28442905,tt0443649,5.1,8,Cinemascore,NA
Bar Starz,Bar Starz,2008,"Bar Starz is a movie starring Charlie Finn, Derek Waters, and Nikki Griffin. The adventures of some seriously odd club denizens.",https://www.imdb.com/video/imdb/vi3568828697,tt0475936,4.0,,Cinemascore,NA
College,College,2008,"College is a movie starring Drake Bell, Kevin Covais, and Andrew Caldwell. A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.",https://www.imdb.com/video/imdb/vi1776484633,tt0844671,4.6,,Cinemascore,NA
College Road Trip,College Road Trip,2008,"College Road Trip is a movie starring Raven-Symoné, Martin Lawrence, and Kym Whitley. James Porter (Martin Lawrence) drives his teenage daughter Melanie (Raven Symone), from their home in Chicago to a college interview in...",https://www.imdb.com/video/imdb/vi3101360409,tt0997047,4.3,12,Cinemascore,NA
Fighting For Life,Fighting for Life,2008,NA,NA,tt1143105,8.5,89,Cinemascore,NA
Girls Rock,Girls Rock!,2008,NA,https://www.imdb.com/video/imdb/vi1554579993,tt1028539,7.0,,Cinemascore,NA
Last Stop For Paul,Last Stop for Paul,2008,"Last Stop for Paul is a movie starring Neil Mandt, Marc Carter, and Gregory Poppen. Charlie and Cliff decide they want to go to the Full Moon party in Thailand. Along the way they travel around the world sprinkling the ashes of...",https://www.imdb.com/video/imdb/vi1147731993,tt0930071,6.4,69,Cinemascore,NA
Married Life,Married Life,2008,"Married Life is a movie starring Chris Cooper, Patricia Clarkson, and Rachel McAdams. A 1940s-set drama where an adulterous man plots his wife's death instead of putting her through the humiliation of a divorce.",https://www.imdb.com/video/imdb/vi1974599961,tt0804505,6.2,,Cinemascore,NA
Miss Pettigrew Lives For A Day,Miss Pettigrew Lives for a Day,2008,"Miss Pettigrew Lives for a Day is a movie starring Frances McDormand, Amy Adams, and Ciarán Hinds. Guinevere Pettigrew, a middle-aged London governess, finds herself unfairly dismissed from her job. An attempt to gain new employment...",https://www.imdb.com/video/imdb/vi800194841,tt0970468,7.1,78,Cinemascore,NA
Paranoid Park,Paranoid Park,2008,"Paranoid Park is a movie starring Gabe Nevins, Daniel Liu, and Taylor Momsen. A teenage skateboarder's life begins to fray after he is involved in the accidental death of a security guard.",https://www.imdb.com/video/imdb/vi464453913,tt0842929,6.7,76,Cinemascore,NA
The Bank Job,The Bank Job,2008,"The Bank Job is a movie starring Jason Statham, Saffron Burrows, and Stephen Campbell Moore. Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in...",https://www.imdb.com/video/imdb/vi1873936665,tt0200465,7.2,,Cinemascore,NA
Bernard And Doris,Bernard and Doris,2008,"Bernard and Doris is a movie starring Susan Sarandon, Ralph Fiennes, and Peter Asher. The story of the twilight years of tobacco billionairess Doris Duke and her relationship with her gay butler, to whom she left her entire fortune.",NA,tt0470732,6.5,,Cinemascore,NA
Blind Mountain,Mang shan,2008,"Mang shan is a movie starring Lu Huang, Youan Yang, and Yuling Zhang. A young woman is kidnapped and sold to a villager in the mountains.",NA,tt1020972,7.4,,Cinemascore,NA
Blood Into Wine,Blood Into Wine,2008,"Blood Into Wine is a movie starring Glenn Alexander, Tim Alexander, and Fairuza Balk. Take a look inside the life of one of Rock music's most mysterious and interesting figures. With winemaking in his blood, multiplatinum recording...",https://www.imdb.com/video/imdb/vi1577781017,tt1394383,7.2,71,Cinemascore,NA
Expecting Mary,A Very Mary Christmas,2008,"A Very Mary Christmas is a movie starring Elliott Gould, Linda Gray, and Lainie Kazan. Expecting Mary is the story of a young girl, who's had all the trappings of an upscale life, but it's only when she finds herself in a small New...",NA,tt1482932,5.7,,Cinemascore,NA
Let's Go To Prison,Let's Go to Prison,2008,"Let's Go to Prison is a movie starring Dax Shepard, Will Arnett, and Chi McBride. When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in...",NA,tt0454987,6.0,12,Cinemascore,NA
Monster Camp,Monster Camp,2008,NA,https://www.imdb.com/video/imdb/vi347473177,tt0970948,6.7,64,Cinemascore,NA
Who's Your Caddy?,Who's Your Caddy?,2008,"Who's Your Caddy? is a movie starring Big Boi, Jeffrey Jones, and Terry Crews. When a rap mogul from Atlanta tries to join a conservative country club in the Carolinas he runs into fierce opposition from the board President- but...",https://www.imdb.com/video/imdb/vi1761411353,tt0785077,2.2,6,Cinemascore,NA
Alice Creed,The Disappearance of Alice Creed,2008,"The Disappearance of Alice Creed is a movie starring Gemma Arterton, Eddie Marsan, and Martin Compston. A rich man's daughter is held captive in an abandoned apartment by two former convicts who abducted her and hold her ransom in...",https://www.imdb.com/video/imdb/vi253429529,tt1379177,6.7,,Cinemascore,NA
Atonement,Atonement,2008,"Atonement is a movie starring Keira Knightley, James McAvoy, and Brenda Blethyn. Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a...",https://www.imdb.com/video/imdb/vi3836805401,tt0783233,7.8,83,Cinemascore,NA
Chaos Theory,Chaos Theory,2008,"Chaos Theory is a movie starring Ryan Reynolds, Emily Mortimer, and Stuart Townsend. The story of an obsessively organized efficiency expert whose life unravels in unexpected ways when fate forces him to explore the serendipitous...",https://www.imdb.com/video/imdb/vi2779906329,tt0460745,6.7,31,Cinemascore,NA
Doomsday,Doomsday,2008,"Doomsday is a movie starring Rhona Mitra, Bob Hoskins, and Alexander Siddig. A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.",https://www.imdb.com/video/imdb/vi1269956889,tt0483607,6.0,51,Cinemascore,NA
Flash Point,Dou foh sin,2008,"Dou foh sin is a movie starring Donnie Yen, Louis Koo, and Ray Lui. A hot-headed inspector takes on a small but powerful Vietnamese-Chinese gang, after a series of crimes and murder attempts committed and putting an undercover cop...",https://www.imdb.com/video/imdb/vi3941378073,tt0992911,6.8,40,Cinemascore,NA
Funny Games,Funny Games,2008,"Funny Games is a movie starring Naomi Watts, Tim Roth, and Michael Pitt. Two psychopathic young men take a family hostage in their cabin.",https://www.imdb.com/video/imdb/vi1420362009,tt0808279,6.5,,Cinemascore,NA
Horton Hears A Who,Horton Hears a Who!,2008,"Horton Hears a Who! is a movie starring Jim Carrey, Steve Carell, and Carol Burnett. Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.",https://www.imdb.com/video/imdb/vi1823605017,tt0451079,6.8,,Cinemascore,NA
Lie Down With Darkness,NA,2008,NA,NA,NA,NA,,Cinemascore,NA
Never Back Down,Never Back Down,2008,"Never Back Down is a movie starring Sean Faris, Djimon Hounsou, and Amber Heard. A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him...",https://www.imdb.com/video/imdb/vi697893145,tt1023111,6.6,23,Cinemascore,NA
On Broadway,On Broadway,2008,"On Broadway is a movie starring Joey McIntyre, Eliza Dushku, and Mike O'Malley. Emotionally devastated by the death of his uncle, Boston carpenter Jack O'Toole (McIntyre) writes a play inspired by the man's wake. When nobody will...",NA,tt0796339,6.1,,Cinemascore,NA
Police Adjective,"Politist, adjectiv",2008,"Politist, adjectiv is a movie starring Dragos Bucur, Vlad Ivanov, and Ion Stoica. A police officer refuses to arrest a young man for offering drugs to his friends.",https://www.imdb.com/video/imdb/vi2170422553,tt1337051,7.0,79,Cinemascore,NA
Who's Your Monkey,Throwing Stars,2008,"Throwing Stars is a movie starring Scott Grimes, Jason London, and Scott Michael Campbell. In Jacksonville, Florida, four friends since grade school who are now in their early 30s face the challenges of adulthood: Hutto is about to...",https://www.imdb.com/video/imdb/vi1289879833,tt0830681,5.5,,Cinemascore,NA
Under The Same Moon,La misma luna,2008,"La misma luna is a movie starring Eugenio Derbez, Kate del Castillo, and Adrian Alonso. A young Mexican boy illegally travels to the U.S. to find his mother (who is illegally in the U.S.) after his grandmother passes away.",https://www.imdb.com/video/imdb/vi3168796953,tt0796307,7.3,,Cinemascore,NA
Boarding Gate,Boarding Gate,2008,"Boarding Gate is a movie starring Asia Argento, Michael Madsen, and Kelly Lin. An Italian woman who lives in London has a passionate affair with a former financial big gun. She also had a second lover, a contract killer who has to...",https://www.imdb.com/video/imdb/vi2343698713,tt0493402,5.1,32,Cinemascore,NA
Drillbit Taylor,Drillbit Taylor,2008,"Drillbit Taylor is a movie starring Owen Wilson, Josh Peck, and Alex Frost. Three kids hire a low-budget bodyguard to protect them from the playground bully.",https://www.imdb.com/video/imdb/vi1454506265,tt0817538,5.7,26,Cinemascore,NA
Irina Palm,Irina Palm,2008,"Irina Palm is a movie starring Marianne Faithfull, Predrag 'Miki' Manojlovic, and Kevin Bishop. Maggie, a 60-year-old widow, desperately needs some money to pay for a medical treatment for her ill grandson, Olly. After one attempt...",NA,tt0762110,7.2,67,Cinemascore,NA
Love Songs,Les chansons d'amour,2008,"Les chansons d'amour is a movie starring Ludivine Sagnier, Louis Garrel, and Clotilde Hesme. A musical interpretation of three lovers living in Paris.",NA,tt0996605,7.1,,Cinemascore,NA
Planet B Boy,Planet B-Boy,2008,"Planet B-Boy is a movie starring Stephane Fiossanangaye, Mr. Freeze, and Luis Mateo. Jumping continents and crossing cultures, ""Planet B-Boy"" looks at the history of breakdancing and its vibrant resurgence in urban cultures around...",https://www.imdb.com/video/imdb/vi2493251865,tt0770796,7.7,6,Cinemascore,NA
21,21,2008,"21 is a movie starring Jim Sturgess, Kate Bosworth, and Kevin Spacey. ""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in...",https://www.imdb.com/video/imdb/vi313655577,tt0478087,6.8,,Cinemascore,NA
American Zombie,American Zombie,2008,"American Zombie is a movie starring Austin Basis, Jane Edith Wilson, and Al Vicente. Pic documents the daily lives of a small community of the living deceased who make their home in Los Angeles.",https://www.imdb.com/video/imdb/vi2545287449,tt0765430,5.0,72,Cinemascore,NA
Backseat,NA,2008,NA,NA,NA,NA,66,Cinemascore,NA
Chapter 27,Chapter 27,2008,"Chapter 27 is a movie starring Chuck Cooper, Victor Verhaeghe, and Robert Gerard Larkin. A film about Mark David Chapman in the days leading up to the infamous murder of Beatle John Lennon.",https://www.imdb.com/video/imdb/vi3367829785,tt0488988,5.7,,Cinemascore,NA
Flawless (2008),NA,2008,NA,NA,NA,NA,,Cinemascore,NA
Run Fat Boy Run,Run Fatboy Run,2008,"Run Fatboy Run is a movie starring Simon Pegg, Thandie Newton, and Hank Azaria. Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",https://www.imdb.com/video/imdb/vi2310144281,tt0425413,6.6,46,Cinemascore,NA
Saint Misbehavin,Saint Misbehavin': The Wavy Gravy Movie,2008,"Saint Misbehavin': The Wavy Gravy Movie is a movie starring Larry Brilliant, Wavy Gravy, and Enzio Marchello. Wavy Gravy is known as the MC of the Woodstock festival, a hippie icon, activist, clown, and even a Ben & Jerry's ice...",https://www.imdb.com/video/imdb/vi528586777,tt1326259,7.5,,Cinemascore,NA
Stop Loss,Stop-Loss,2008,"Stop-Loss is a movie starring Ryan Phillippe, Abbie Cornish, and Joseph Gordon-Levitt. A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to...",https://www.imdb.com/video/imdb/vi699531545,tt0489281,6.4,65,Cinemascore,NA
Superhero Movie,Superhero Movie,2008,"Superhero Movie is a movie starring Drake Bell, Leslie Nielsen, and Sara Paxton. Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero.",https://www.imdb.com/video/imdb/vi803864857,tt0426592,4.5,,Cinemascore,NA
Trick R Treat,Trick 'r Treat,2008,"Trick 'r Treat is a movie starring Anna Paquin, Brian Cox, and Dylan Baker. Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just...",NA,tt0862856,6.8,84,Cinemascore,NA
Frost Nixon,Frost/Nixon,2008,"Frost/Nixon is a movie starring Frank Langella, Michael Sheen, and Kevin Bacon. A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.",https://www.imdb.com/video/imdb/vi3600351257,tt0870111,7.7,,Cinemascore,NA
Priceless,Hors de prix,2008,"Hors de prix is a movie starring Audrey Tautou, Gad Elmaleh, and Marie-Christine Adam. Through a set of wacky circumstances, a young gold digger mistakenly woos a mild-mannered bartender, thinking he's a wealthy suitor.",https://www.imdb.com/video/imdb/vi968338201,tt0482088,7.0,81,Cinemascore,NA
Surfer Dude,"Surfer, Dude",2008,"Surfer, Dude is a movie starring Matthew McConaughey, Woody Harrelson, and Willie Nelson. A wave twisting tale of a soul searching surfer experiencing an existential crisis.",https://www.imdb.com/video/imdb/vi1475412761,tt0976247,4.7,,Cinemascore,NA
The Lost Boys 2,Lost Boys: The Thirst,2008,"Lost Boys: The Thirst is a video starring Corey Feldman, Tanit Phoenix Copley, and Casey B. Dolan. In San Cazador, California, the clumsy vampire hunter Edgar Frog is evicted from his trailer. But the best-seller writer Gwen Lieber...",NA,tt1400526,5.1,,Cinemascore,NA
The Tender Hook,The Tender Hook,2008,"The Tender Hook is a movie starring Rose Byrne, Tyler Coppin, and John Batchelor. The story is about Iris' rise to the apex of a love/power triangle that includes her roguish English lover McHeath and Art, an earnest young boxer....",NA,tt0452692,5.4,,Cinemascore,NA
Jellyfish,Meduzot,2008,"Meduzot is a movie starring Sarah Adler, Nikol Leidman, and Gera Sandler. Meduzot (the Hebrew word for Jellyfish) tells the story of three very different Israeli women living in Tel Aviv whose intersecting stories weave an unlikely...",NA,tt0807721,7.0,83,Cinemascore,NA
