movie name,imdb name,year,description,trailer link,movie id,imdb score,rotten score,cinema score,user score
Hobbs and Shaw,Fast & Furious Presents: Hobbs & Shaw,2019,"Fast & Furious Presents: Hobbs & Shaw is a movie starring Dwayne Johnson, Jason Statham, and Idris Elba. Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the...",https://www.imdb.com/video/imdb/vi3698310169,tt6806448,6.9,66,-1,NA
Joan The Maid,NA,2019,NA,NA,NA,-1,,-1,NA
Leo Da Vinci: Mission Mona Lisa,NA,2019,NA,NA,NA,-1,33,-1,NA
"Love, Antosha","Love, Antosha",2019,"Love, Antosha is a movie starring Anton Yelchin, J.J. Abrams, and Sofia Boutella. A portrait of the extraordinary life and career of actor Anton Yelchin.",https://www.imdb.com/video/imdb/vi4130520089,tt9351746,9.0,100,-1,NA
Luce,Luce,2019,"Luce is a movie starring Naomi Watts, Octavia Spencer, and Tim Roth. A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school...",https://www.imdb.com/video/imdb/vi348830745,tt7616148,6.9,92,-1,NA
Piranhas,La paranza dei bambini,2019,"La paranza dei bambini is a movie starring Francesco Di Napoli, Viviana Aprea, and Mattia Piano Del Balzo. A gang of teenage boys stalk the streets of Naples armed with hand guns and AK-47s to do their mob bosses' bidding.",https://www.imdb.com/video/imdb/vi469809689,tt8740778,6.6,52,-1,NA
Tel Aviv On Fire,NA,2019,NA,NA,NA,-1,91,-1,NA
The Nightingale,NA,2019,NA,NA,NA,-1,83,-1,NA
Them That Follow,Them That Follow,2019,"Them That Follow is a movie starring Walton Goggins, Olivia Colman, and Kaitlyn Dever. Set deep in the wilds of Appalachia, where believers handle death-dealing snakes to prove themselves before God, Them That Follow tells the story...",https://www.imdb.com/video/imdb/vi4224498713,tt7313348,5.5,63,-1,NA
After the Wedding,After the Wedding,2019,"After the Wedding is a movie starring Michelle Williams, Julianne Moore, and Billy Crudup. A manager of an orphanage in Kolkata travels to New York to meet a benefactor.",https://www.imdb.com/video/imdb/vi1540209689,tt7985692,5.2,47,-1,NA
Brian Banks,NA,2019,NA,NA,NA,-1,55,-1,NA
Dora and the Lost City of Gold,Dora and the Lost City of Gold,2019,"Dora and the Lost City of Gold is a movie starring Isabela Moner, Eugenio Derbez, and Michael Peña. Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.",https://www.imdb.com/video/imdb/vi2954542105,tt7547410,5.8,80,A,NA
ECCO,ECCO,2019,"ECCO is a movie starring Lathrop Walker, Tabitha Bastien, and Helena Grace Donald. A former assassin living a new life in the shadows with his family emerges from hiding to discover the origin of his lethal beginnings.",https://www.imdb.com/video/imdb/vi268549145,tt10443252,7.4,,-1,NA
Ode To Joy,Ode to Joy,2019,"Ode to Joy is a movie starring Jake Lacy, Morena Baccarin, and Melissa Rauch. Charlie suffers from cataplexy, a symptom of narcolepsy that causes sudden bouts of paralysis whenever he experiences strong emotions -- in particular,...",https://www.imdb.com/video/imdb/vi3525164057,tt3009772,6.1,47,-1,NA
One Child Nation,Born in China,2019,"Born in China is a movie starring Peng Wang. After becoming a mother, a filmmaker uncovers the untold history of China's one-child policy and the generations of parents and children forever shaped by this social experiment.",https://www.imdb.com/video/imdb/vi449166361,tt8923482,7.5,98,-1,NA
Scary Stories to Tell in the Dark,Scary Stories to Tell in the Dark,2019,"Scary Stories to Tell in the Dark is a movie starring Zoe Margaret Colletti, Michael Garza, and Gabriel Rush. A group of teens face their fears in order to save their lives.",https://www.imdb.com/video/imdb/vi23510041,tt3387520,6.6,81,C,NA
The Art of Racing in the Rain,The Art of Racing in the Rain,2019,"The Art of Racing in the Rain is a movie starring Milo Ventimiglia, Amanda Seyfried, and Kevin Costner. Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques...",https://www.imdb.com/video/imdb/vi483769369,tt1478839,7.3,43,-1,NA
The Bravest,Lie huo ying xiong,2019,"Lie huo ying xiong is a movie starring Xiaoming Huang, Jiang Du, and Zhuo Tan. Chinese firefighters struggle to contain a huge fire after an oil pipeline explodes.",NA,tt10218674,6.0,,-1,NA
The Kitchen,The Kitchen,2019,"The Kitchen is a movie starring Melissa McCarthy, Tiffany Haddish, and Elisabeth Moss. The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.",https://www.imdb.com/video/imdb/vi1610923033,tt5822564,5.2,22,-1,NA
The Peanut Butter Falcon,The Peanut Butter Falcon,2019,"The Peanut Butter Falcon is a movie starring Shia LaBeouf, Dakota Johnson, and Zack Gottsagen. Zak runs away from his care home to make his dream of becoming a wrestler come true.",https://www.imdb.com/video/imdb/vi2636364825,tt4364194,7.3,96,-1,NA
Angry Birds 2,The Angry Birds Movie 2,2019,"The Angry Birds Movie 2 is a movie starring Jason Sudeikis, Josh Gad, and Leslie Jones. The flightless birds and scheming green pigs take their feud to the next level.",https://www.imdb.com/video/imdb/vi2958933017,tt6095472,6.5,71,-1,NA
Birds Without Feathers,NA,2019,NA,NA,NA,-1,,-1,NA
Blinded By The Light,Blinded by the Light,2019,"Blinded by the Light is a movie starring Viveik Kalra, Kulvinder Ghir, and Meera Ganatra. In 1987 during the austere days of Thatcher's Britain, a teenager learns to live life, understand his family and find his own voice through...",https://www.imdb.com/video/imdb/vi2113518617,tt8266310,6.4,94,-1,NA
47 Meters Down: Uncaged,47 Meters Down: Uncaged,2019,"47 Meters Down: Uncaged is a movie starring Sistine Rose Stallone, Nia Long, and Corinne Foxx. Four teen girls diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the...",https://www.imdb.com/video/imdb/vi1505868825,tt7329656,0,,-1,NA
Aquarela,The Aquarium,2019,NA,NA,tt9780390,9.0,100,-1,NA
Cold Case HammarskjÃ¶ld,Cold Case Hammarskjöld,2019,"Cold Case Hammarskjöld is a movie starring Mads Brügger, Göran Björkdahl, and Dag Hammarskjöld. Danish director Mads Brügger and Swedish private investigator Göran Björkdahl are trying to solve the mysterious death of Dag...",https://www.imdb.com/video/imdb/vi2838281241,tt9352780,8.2,,-1,NA
End of the Century,Fin de siglo,2019,"Fin de siglo is a movie starring Juan Barberini, Ramon Pujol, and Mía Maestro. Two men meet in Barcelona and after spending a day together they realize that they have already met twenty years ago.",https://www.imdb.com/video/imdb/vi201767961,tt9845398,7.5,100,-1,NA
Good Boys,Good Boys,2019,"Good Boys is a movie starring Jacob Tremblay, Keith L. Williams, and Brady Noon. Three sixth grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying...",https://www.imdb.com/video/imdb/vi3207773209,tt7343762,5.6,83,-1,NA
"Where'd You Go, Bernadette","Where'd You Go, Bernadette",2019,"Where'd You Go, Bernadette is a movie starring Cate Blanchett, Judy Greer, and Kristen Wiig. A loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Her leap of faith...",https://www.imdb.com/video/imdb/vi2078784537,tt2365580,0,,-1,NA
Ready Or Not,Ready or Not,2019,"Ready or Not is a movie starring Samara Weaving, Adam Brody, and Mark O'Brien. A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.",NA,tt7798634,6.5,100,-1,NA
